dataset,sample_id,original_sample_id,split,split_rule
MixedDoc,mixeddoc_00533,0301_0007_0023,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00534,0301_0007_0036,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00535,0301_0007_0037,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00536,0301_0007_0038,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00537,0301_0007_0042,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00538,0301_0052_0011,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00539,0301_0052_0014,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00540,0301_0052_0018,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00541,0301_0052_0033,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00542,0301_0052_0039,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00543,0301_0053_0025,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00544,0301_0053_0036,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00545,0301_0053_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00546,0301_0053_0045,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00547,0301_0054_0010,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00548,0301_0054_0012,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00549,0301_0054_0013,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00550,0301_0054_0016,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00551,0301_0054_0025,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00552,0301_0055_0018,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00553,0301_0055_0019,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00554,0301_0055_0031,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00555,0301_0055_0033,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00556,0301_0056_0008,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00557,0301_0056_0024,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00558,0301_0056_0027,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00559,0301_0056_0029,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00560,0301_0057_0009,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00561,0301_0057_0011,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00562,0301_0057_0015,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00563,0301_0057_0016,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00564,0301_0057_0031,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00565,0301_0057_0035,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00566,0301_0057_0036,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00567,0301_0057_0048,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00568,0301_0057_0051,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00569,0301_0057_0052,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00570,0301_0057_0053,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00571,0301_0057_0056,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00572,0301_0058_0015,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00573,0301_0062_0072,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00574,0301_0065_0040,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00575,0301_0073_0025,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00576,0301_0073_0030,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00577,0301_0075_0037,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00578,0301_0075_0038,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00579,0301_0075_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00580,0301_0078_0014,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00581,0301_0078_0016,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00582,0301_0078_0017,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00583,0301_0078_0049,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00584,0301_0079_0068,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00585,0301_0079_0074,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00586,0301_0079_0076,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00587,0301_0079_0077,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00588,0301_0080_0073,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00589,0301_0082_0039,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00590,0301_0084_0039,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00591,0301_0084_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00592,0301_0085_0017,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00593,0301_0085_0050,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00594,0301_0085_0051,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00595,0301_0085_0052,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00596,0301_0085_0055,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00597,0301_0085_0057,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00598,0301_0088_0002,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00599,0301_0088_0005,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00600,0301_0088_0045,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00601,0301_0088_0048,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00602,0301_0088_0058,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00603,0301_0088_0091,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00604,0301_0089_0029,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00605,0301_0089_0033,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00606,0301_0091_0021,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00607,0301_0091_0035,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00608,0301_0091_0036,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00609,0301_0091_0069,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00610,0301_0091_0089,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00611,0301_0095_0007,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00612,0301_0095_0015,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00613,0301_0095_0023,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00614,0301_0095_0031,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00615,0301_0095_0034,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00616,0301_0095_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00617,0301_0095_0044,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00618,0301_0095_0065,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00619,0301_0095_0083,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00620,0301_0095_0089,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00621,0301_0096_0021,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00622,0301_0096_0037,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00623,0301_0096_0059,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00624,0301_0096_0063,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00625,0301_0097_0023,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00626,0301_0097_0028,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00627,0301_0097_0032,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00628,0301_0097_0041,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00629,0301_0097_0055,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00630,0301_0097_0057,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00631,0301_0097_0075,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00632,0301_0097_0086,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00633,0301_0109_0024,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00634,0301_0109_0031,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00635,0301_0109_0034,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00636,0301_0109_0040,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00637,0301_0109_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00638,0301_0109_0044,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00639,0301_0109_0048,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00640,0301_0109_0073,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00641,0301_0109_0081,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00642,0301_0109_0088,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00643,0301_0109_0093,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00644,0301_0109_0101,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00645,0301_0109_0102,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00646,0301_0109_0108,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00647,0301_0110_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00648,0301_0110_0049,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00649,0301_0110_0089,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00650,0301_0110_0092,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00651,0301_0110_0107,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00652,0301_0110_0109,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00653,0301_0165_0015,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00654,0301_0165_0017,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00655,0301_0165_0018,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00656,0301_0168_0005,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00657,0301_0168_0015,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00658,0301_0168_0020,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00659,0301_0168_0022,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00660,0301_0168_0025,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00661,0301_0168_0026,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00662,0301_0168_0031,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00663,0301_0170_0019,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00664,0301_0170_0021,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00665,0301_0170_0025,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00666,0301_0170_0033,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00667,0301_0170_0036,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00668,0301_0170_0089,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00669,0301_0174_0008,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00670,0301_0174_0011,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00671,0301_0174_0016,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00672,0301_0174_0022,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00673,0301_0174_0024,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00674,0301_0174_0079,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00675,0301_0175_0034,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00676,0301_0175_0035,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00677,0301_0175_0040,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00678,0301_0175_0042,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00679,0301_0175_0044,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00680,0301_0175_0050,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00681,0301_0175_0067,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00682,0301_0178_0005,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00683,0301_0178_0014,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00684,0301_0178_0016,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00685,0301_0178_0026,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00686,0301_0178_0031,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00687,0301_0179_0084,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00688,0301_0184_0013,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00689,0301_0184_0063,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00690,0301_0188_0008,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00691,0301_0188_0037,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00692,0301_0188_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00693,0301_0188_0044,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00694,0301_0188_0048,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00695,0301_0188_0051,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00696,0301_0189_0076,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00697,0301_0189_0078,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00698,0301_0189_0079,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00699,0301_0189_0080,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00700,0301_0195_0019,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00701,0301_0199_0049,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00702,0301_0201_0014,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00703,0301_0201_0028,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00704,0301_0201_0040,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00705,0301_0201_0041,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00706,0301_0201_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00707,0301_0203_0029,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00708,0301_0203_0033,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00709,0301_0203_0035,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00710,0301_0204_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00711,0301_0204_0045,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00712,0301_0204_0047,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00713,0301_0204_0049,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00714,0301_0204_0051,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00715,0301_0204_0052,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00716,0301_0204_0055,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00717,0301_0204_0056,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00718,0301_0205_0043,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00719,0301_0205_0051,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00720,0301_0205_0052,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00721,0301_0205_0055,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00722,0301_0205_0057,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00723,0301_0206_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00724,0301_0206_0047,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00725,0301_0206_0056,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00726,0301_0207_0020,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00727,0301_0207_0036,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00728,0301_0207_0037,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00729,0301_0207_0039,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00730,0301_0210_0009,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00731,0301_0213_0006,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00732,0301_0213_0008,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00733,0301_0213_0012,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00734,0301_0213_0018,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00735,0301_0213_0023,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00736,0301_0216_0036,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00737,0301_0216_0041,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00738,0301_0216_0044,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00739,0301_0216_0045,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00740,0301_0216_0049,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00741,0301_0220_0028,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00742,0301_0220_0032,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00743,0301_0220_0033,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00744,0301_0220_0041,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00745,0301_0220_0043,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00746,0301_0224_0028,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00747,0301_0224_0029,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00748,0301_0224_0042,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00749,0301_0227_0024,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00750,0301_0228_0047,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00751,0301_0228_0050,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00752,0301_0228_0055,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00753,0301_0231_0033,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00754,0301_0235_0037,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00755,0301_0235_0039,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00756,0301_0235_0042,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00757,0301_0236_0010,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00758,0301_0236_0014,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00759,0301_0236_0041,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00760,0301_0236_0042,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00761,0301_0236_0043,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00762,0301_0240_0051,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00763,0302_0000_0001,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00764,0302_0000_0004,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00765,0302_0000_0017,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00766,0302_0000_0018,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00767,0302_0000_0047,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00768,0302_0000_0051,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00769,0302_0000_0058,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00770,0302_0000_0063,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00771,0302_0001_0009,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00772,0302_0001_0017,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00773,0302_0001_0023,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00774,0302_0001_0032,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00775,0302_0001_0044,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00776,0302_0002_0017,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00777,0302_0002_0020,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00778,0302_0002_0021,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00779,0302_0002_0034,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00780,0302_0002_0044,val,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00781,0302_0002_0050,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00782,0302_0002_0058,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00783,0302_0002_0065,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00784,0302_0002_0067,train,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00785,0302_0002_0069,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
MixedDoc,mixeddoc_00786,0302_0003_0009,test,"fnv1a32(sample_id)%10: train<6,val<8,test"
